George Calcev,"""Huawei"""
Kome Oteri,"""InterDigital"""
Bo Sun,"""ZTE Corporation"""
Liwen Chu,"""Marvell"""
James Wang,"""Mediatek"""
Dorothy Stanley,"""HPE"""
Liwen Chu,"""Marvell"""
Jouni Malinen,"""Qualcomm"""
Jianhan Liu,"""Mediatek"""
Po-Kai Huang,"""Intel"""
Tianyu Wu,"""Mediatek"""
Menzo Wentink,"""Qualcomm"""
Abhishek Patil,"""Qualcomm"""
George Calcev,"""Huawei"""
Liwen Chu,"""Marvell"""
Liwen Chu,"""Marvell"""
Donald Eastlake,"""Huawei Technologies"""
Liwen Chu,"""Marvell"""
Marc Emmelmann,"""self"""
Osama Aboul-Magd,"""Huawei Technologies"""
James Wang,"""Mediatek"""
Andrew Myles,"""Cisco"""
Evgeny Khorov,"""IITP"""
Adrian Stephens,"""Intel Corporation"""
Brian Hart,"""Cisco Systems"""
Reza Hedayat,"""Newracom"""
Graham Smith,"""SR Technologies"""
Sungjin Park,"""LG Electronics"""
Tim Godfrey,"""EPRI"""
Sean Coffey,"""Realtek"""
laurent cariou,"""Intel"""
Tim Godfrey,"""EPRI"""
Bo Sun,"""ZTE Corporation"""
Peter Khoury,"""Ruckus Wireless"""
Peter Khoury,"""Ruckus Wireless"""
Carlos Cordeiro,"""Intel"""
Daewon Lee,"""Newracom"""
Edward Au,"""Huawei Technologies"""
Assaf Kasher,"""Intel"""
Sean Coffey,"""Realtek"""
Yan Xin,"""Huawei"""
Edward Au,"""Huawei Technologies"""
Menzo Wentink,"""Qualcomm"""
James Wang,"""Mediatek"""
James Wang,"""Mediatek"""
Assaf Kasher,"""Intel"""
Hiroshi Mano,"""KDTI"""
Tim Godfrey,"""EPRI"""
Hitoshi Morioka,"""SRC Software"""
Alexander Maltsev,"""Intel"""
Hitoshi Morioka,"""SRC Software"""
Hitoshi Morioka,"""SRC Software"""
Yasuhiko Inoue,"""NTT"""
Sungjin Park,"""LG Electronics"""
Yongho Seok,"""NEWRACOM"""
Yongho Seok,"""NEWRACOM"""
Narendar Madhavan,"""Toshiba"""
Kyungtae Jo,"""LG Electronics"""
Ken Taniguchi,"""Toshiba"""
Narendar Madhavan,"""Toshiba"""
Po-Kai Huang,"""Intel"""
Jianhan Liu,"""Mediatek"""
Jianhan Liu,"""Mediatek"""
Jianhan Liu,"""Mediatek"""
Sriram Venkateswaran,"""Broadcom"""
Sriram Venkateswaran,"""Broadcom"""
Jinsoo Ahn,"""Yonsei Univ."""
Woojin Ahn,"""Yonsei Univ."""
SangHyun Chang,"""Samsung"""
Alfred Asterjadhi,"""Qualcomm Inc."""
Alfred Asterjadhi,"""Qualcomm Inc."""
Alfred Asterjadhi,"""Qualcomm Inc."""
Heejung Yu,"""YU/Newracom"""
Toshiba,null
laurent cariou,"""Intel"""
Kaiying Lv,"""ZTE Corp."""
Donald Eastlake,"""Huawei Technologies"""
Carlos Cordeiro,"""Intel"""
Rui Yang,"""InterDigital"""
Hiroyuki Motozuka,"""Panasonic"""
Donald Eastlake,"""Huawei Technologies"""
Felix Fellhauer,"""Univ. of Stuttgart"""
Thomas Handte,"""Sony"""
Andrew Blanksby,null
Liwen Chu,"""Marvell"""
Liwen Chu,"""Marvell"""
Liwen Chu,"""Marvell"""
Joonsuk Kim,"""Apple"""
Adrian Stephens,"""Intel Corporation"""
Dorothy Stanley,"""HPE"""
Tomoko Adachi,"""Toshiba Corporation"""
Tim Godfrey,"""EPRI"""
Stephen McCann,"""BlackBerry"""
Stephen McCann,"""BlackBerry"""
Suhwook Kim,"""LG Electronics"""
Matthew Fischer,"""Broadcom"""
Yakun Sun,"""Marvell"""
Alecsander Eitan,"""Qualcomm"""
Reza Hedayat,"""Newracom"""
Yunbo Li,"""Huawei"""
Jianhan Liu,"""Mediatek"""
Kiseon Ryu,"""LG Electronics"""
Jianhan Liu,"""Mediatek"""
Jeorge Hurtarte,"""Teradyne"""
Kaiying Lv,"""ZTE Corp."""
Arjun,"""Qualcomm"""
Le Liu,"""Huawei"""
David Xun Yang,"""Huawei"""
Alfred Asterjadhi,"""Qualcomm Inc."""
Dorothy Stanley,"""HPE"""
Young Hoon Kwon,"""Newracom"""
Jiayin Zhang,"""Huawei"""
Jiayin Zhang,"""Huawei"""
John Son,"""WILUS"""
Eunsung Park,"""LG Electronics"""
John Son,"""WILUS"""
Geonjung Ko,"""WILUS"""
Yujin Noh,"""Newracom"""
Yujin Noh,"""Newracom"""
Daewon Lee,"""Newracom"""
Daewon Lee,"""Newracom"""
Yakun Sun,"""Marvell"""
Yakun Sun,"""Marvell"""
Adrian Stephens,"""Intel Corporation"""
Hongyuan Zhang,"""Marvell"""
Hongyuan Zhang,"""Marvell"""
S.Abraham,"""Qualcomm"""
Lei Wang,"""Marvell"""
Dan Harkins,"""Aruba Networks"""
Kome Oteri,"""InterDigital"""
Xiaofei WANG,"""InterDigital"""
Xiaofei WANG,"""InterDigital"""
Mark Hamilton,"""Ruckus"""
Minyoung Park,"""Intel Corp."""
Minyoung Park,"""Intel Corp."""
Dorothy Stanley,"""HPE"""
Robert Stacey,"""Intel"""
Peter Ecclesine,"""Cisco Systems"""
Hitoshi Morioka,"""SRC Software"""
Hitoshi Morioka,"""SRC Software"""
Shahrnaz Azizi,"""Intel Corporation"""
Mark Hamilton,"""Ruckus"""
Hitoshi Morioka,"""SRC Software"""
Yongho Seok,"""NEWRACOM"""
Assaf Kasher,"""Intel"""
Marc Emmelmann,"""self"""
Evgeny Khorov,"""IITP"""
Evgeny Khorov,"""IITP"""
Yaron Alpert,"""Intel"""
Yongho Seok,"""NEWRACOM"""
Yongho Seok,"""NEWRACOM"""
Donald Eastlake,"""Huawei Technologies"""
Hitoshi Morioka,"""SRC Software"""
Hitoshi Morioka,"""SRC Software"""
Hiroshi Mano,"""KDTI"""
Eugene Baik,"""Qualcomm"""
Hitoshi Morioka,"""SRC Software"""
Zander Lei,"""I2R, Singapore"""
Xiaofei WANG,"""InterDigital"""
Hiroshi Mano,"""KDTI"""
Marc Emmelmann,"""self"""
Donald Eastlake,"""Huawei Technologies"""
Xiaofei WANG,"""InterDigital"""
Yongho Seok,"""NEWRACOM"""
Dorothy Stanley,"""Aruba Networks"""
Mark Hamilton,"""Ruckus"""
Rich Kennedy,"""Unlicensed Spectrum Advocates"""
Adrian Stephens,"""Intel Corporation"""
Alfred Asterjadhi,"""Qualcomm Inc."""
Yunsong Yang,"""Huawei Technologies"""
Stephen McCann,"""BlackBerry"""
Stephen McCann,"""BlackBerry"""
Stephen McCann,"""BlackBerry"""
Eugene Baik,"""Qualcomm"""
Hitoshi Morioka,"""SRC Software"""
Adrian Stephens,"""Intel Corporation"""
Adrian Stephens,"""Intel Corporation"""
Andrew Myles,"""Cisco"""
Yongho Seok,"""NEWRACOM"""
Marc Emmelmann,"""self"""
Zander Lei,"""I2R, Singapore"""
Menzo Wentink,"""Qualcomm"""
Hiroshi Mano,"""KDTI"""
Marc Emmelmann,"""self"""
Bo Sun,"""ZTE Corporation"""
Andrew Myles,"""Cisco"""
Donald Eastlake,"""Huawei Technologies"""
Donald Eastlake,"""Huawei Technologies"""
Mark RISON,"""Samsung"""
Yuan Zhou,"""I2R"""
Rich Kennedy,"""Mediatek"""
Hiroshi Mano,"""KDTI"""
Xiaoming Peng,"""I2R"""
Yongho Seok,"""NEWRACOM"""
Hitoshi Morioka,"""SRC Software"""
Yuan Zhou,"""I2R"""
Shoukang Zheng,"""I2R, Singapore"""
Yongho Seok,"""NEWRACOM"""
Alfred Asterjadhi,"""Qualcomm Inc."""
Matthew Fischer,"""Broadcom"""
Menzo Wentink,"""Qualcomm"""
Joseph Levy,"""InterDigital"""
Hiroshi Mano,"""KDTI"""
Dorothy Stanley,"""HPE"""
Dorothy Stanley,"""HPE"""
Dorothy Stanley,"""HPE"""
Dorothy Stanley,"""HPE"""
Yunsong Yang,"""Huawei"""
Yunsong Yang,"""Huawei Technologies"""
Jon Rosdahl,"""Qualcomm"""
Jon Rosdahl,"""Qualcomm"""
Rich Kennedy,"""Mediatek"""
Dorothy Stanley,"""HPE"""
Rich Kennedy,"""Mediatek"""
Zander Lei,"""I2R, Singapore"""
Xiaoming Peng,"""I2R"""
Tim Godfrey,"""EPRI"""
Stephen McCann,"""BlackBerry"""
Donald Eastlake,"""Huawei Technologies"""
Donald Eastlake,"""Huawei Technologies"""
Mark Hamilton,"""Ruckus"""
Hitoshi Morioka,"""SRC Software"""
Dorothy Stanley,"""HPE-Aruba"""
Adrian Stephens,"""Intel Corporation"""
Jon Rosdahl,"""CSR Technologies Inc. a Qualcomm Company"""
Mark Hamilton,"""Ruckus"""
Graham Smith,"""SR Technologies"""
Mark Hamilton,"""Ruckus"""
Adrian Stephens,"""Intel Corporation"""
Jon Rosdahl,"""CSR Technologies Inc. a Qualcomm Company"""
Dorothy Stanley,"""HPE-Aruba"""
Graham Smith,"""SR Technologies"""
Graham Smith,"""SRT Wireless"""
Adrian Stephens,"""Intel Corporation"""
Jim Lansford,"""Qualcomm"""
Jon Rosdahl,"""CSR Technologies Inc. a Qualcomm Company"""
Sigurd Schelstraete,"""Quantenna"""
Sigurd Schelstraete,"""Quantenna"""
Osama Aboul-Magd,"""Huawei Technologies"""
Stephen McCann,"""BlackBerry"""
Jon Rosdahl,"""CSR Technologies Inc. a Qualcomm Company"""
Adrian Stephens,"""Intel Corporation"""
Adrian Stephens,"""Intel Corporation"""
Dorothy Stanley,"""HPE-Aruba"""
Dorothy Stanley,"""HPE-Aruba"""
Shoukang Zheng,"""I2R, Singapore"""
Jon Rosdahl,"""CSR Technologies Inc. a Qualcomm Company"""
Mark Hamilton,"""Ruckus"""
Mark Hamilton,"""Ruckus"""
Zander Lei,"""I2R, Singapore"""
Zander Lei,"""I2R, Singapore"""
Vijay Auluck,"""Intel"""
Adrian Stephens,"""Intel Corporation"""
Dorothy Stanley,"""HPE-Aruba"""
Graham Smith,"""SR Technologies"""
Sigurd Schelstraete,"""Quantenna"""
Sigurd Schelstraete,"""Quantenna"""
Yongho Seok,"""NEWRACOM"""
Sigurd Schelstraete,"""Quantenna"""
Sigurd Schelstraete,"""Quantenna"""
Sigurd Schelstraete,"""Quantenna"""
Graham Smith,"""SR Technologies"""
Tim Godfrey,"""EPRI"""
Rich Kennedy,"""Mediatek"""
Adrian Stephens,"""Intel Corporation"""
Tim Godfrey,"""EPRI"""
Dorothy Stanley,"""HPE-Aruba"""
Mark RISON,"""Samsung"""
Mark Hamilton,"""Ruckus"""
Adrian Stephens,"""Intel Corporation"""
Adrian Stephens,"""Intel Corporation"""
Zander Lei,"""I2R, Singapore"""
Stephen McCann,"""BlackBerry"""
Jon Rosdahl,"""CSR Technologies Inc. a Qualcomm Company"""
Mark Hamilton,"""Ruckus"""
Adrian Stephens,"""Intel Corporation"""
Rob Sun,"""Huawei"""
Dorothy Stanley,"""HPE-Aruba"""
Graham Smith,"""SR Technologies"""
Tim Godfrey,"""EPRI"""
Graham Smith,"""SR Technologies"""
Dorothy Stanley,"""HPE-Aruba"""
Hiroshi Mano,"""KDTI"""
Adrian Stephens,"""Intel Corporation"""
Mark Hamilton,"""Ruckus"""
Jon Rosdahl,"""CSR Technologies Inc. a Qualcomm Company"""
Dorothy Stanley,"""HPE-Aruba"""
Donald Eastlake,"""Huawei Technologies"""
Jon Rosdahl,"""CSR Technologies Inc. a Qualcomm Company"""
Robert Stacey,"""Intel"""
Emily Qi,"""Intel"""
Emily Qi,"""Intel"""
Rob Sun,"""Huawei"""
Rob Sun,"""Huawei"""
Edward Au,"""Huawei Technologies"""
Edward Au,"""Huawei Technologies"""
Emily Qi,"""Intel"""
Rob Sun,"""Huawei"""
Emily Qi,"""Intel"""
Rob Sun,"""Huawei"""
Jouni Malinen,"""Qualcomm"""
Jouni Malinen,"""Qualcomm"""
Adrian Stephens,"""Intel Corporation"""
Edward Au,"""Huawei Technologies"""
Adrian Stephens,"""Intel Corporation"""
Adrian Stephens,"""Intel Corporation"""
Dorothy Stanley,"""HPE-Aruba"""
Edward Au,"""Huawei Technologies"""
Yunsong Yang,"""Huawei Technologies"""
Zander Lei,"""I2R, Singapore"""
Zander Lei,"""I2R, Singapore"""
Yongho Seok,"""NEWRACOM"""
Mark Hamilton,"""Ruckus"""
Zander Lei,"""I2R, Singapore"""
Yasuhiko Inoue,"""NTT"""
Adrian Stephens,"""Intel Corporation"""
Stephen McCann,"""BlackBerry"""
Hitoshi Morioka,"""SRC Software"""
Hitoshi Morioka,"""SRC Software"""
laurent cariou,"""Intel"""
Yongho Seok,"""NEWRACOM"""
Yunsong Yang,"""Huawei"""
Eduard Garcia-Villegas,"""UPC"""
Eugene Baik,"""Qualcomm"""
Zander Lei,"""I2R, Singapore"""
Robert Stacey,"""Intel"""
Xiaofei WANG,"""InterDigital"""
S.Abraham,"""Qualcomm"""
Menzo Wentink,"""Qualcomm"""
Donald Eastlake,"""Huawei Technologies"""
Hiroshi Mano,"""KDTI"""
Jon Rosdahl,"""CSR Technologies Inc. a Qualcomm Company"""
Eugene Baik,"""Qualcomm"""
Jouni Malinen,"""Qualcomm"""
Adrian Stephens,"""Intel Corporation"""
Adrian Stephens,"""Intel Corporation"""
Dorothy Stanley,"""HPE-Aruba"""
Adrian Stephens,"""Intel Corporation"""
Robert Stacey,"""Intel"""
Stephen McCann,"""BlackBerry"""
Stephen McCann,"""BlackBerry"""
Stephen McCann,"""BlackBerry"""
Adrian Stephens,"""Intel Corporation"""
Adrian Stephens,"""Intel Corporation"""
Adrian Stephens,"""Intel Corporation"""
Andrew Myles,"""Cisco"""
Hitoshi Morioka,"""SRC Software"""
Hitoshi Morioka,"""SRC Software"""
Robert Stacey,"""Intel"""
Yongho Seok,"""NEWRACOM"""
Zander Lei,"""I2R, Singapore"""
Yongho Seok,"""NEWRACOM"""
Mark Hamilton,"""Ruckus"""
Yongho Seok,"""NEWRACOM"""
Jae Seung Lee,"""ETRI"""
Jae Seung Lee,"""ETRI"""
Hiroshi Mano,"""KDTI"""
Joseph Levy,"""InterDigital"""
Yongho Seok,"""NEWRACOM"""
Mark Hamilton,"""Ruckus"""
Michael Montemurro,"""BlackBerry"""
Michael Montemurro,"""BlackBerry"""
Adrian Stephens,"""Intel Corporation"""
Adrian Stephens,"""Intel Corporation"""
Vinko Erceg,"""Broadcom"""
Adrian Stephens,"""Intel Corporation"""
Adrian Stephens,"""Intel Corporation"""
Edward Au,"""Huawei Technologies"""
Vinko Erceg,"""Broadcom"""
Edward Au,"""Huawei Technologies"""
Stephen McCann,"""BlackBerry"""
Stephen McCann,"""BlackBerry"""
Yongho Seok,"""NEWRACOM"""
Stephen McCann,"""BlackBerry"""
Edward Au,"""Huawei Technologies"""
Yunsong Yang,"""Huawei Technologies"""
Andrew Myles,"""Cisco"""
Donald Eastlake,"""Huawei Technologies"""
Dorothy Stanley,"""HPE-Aruba"""
Arnab Roy,"""InterDigital"""
Edward Au,"""Huawei Technologies"""
laurent cariou,"""Intel"""
Jon Rosdahl,"""CSR Technologies Inc. a Qualcomm Company"""
laurent cariou,"""Intel"""
laurent cariou,"""Intel"""
Ke Yao,"""ZTE Corporation"""
Stephen McCann,"""BlackBerry"""
Stephen McCann,"""BlackBerry"""
Adrian Stephens,"""Intel Corporation"""
Adrian Stephens,"""Intel Corporation"""
Dorothy Stanley,"""HP-Aruba Networks"""
Knut Odman,"""Broadcom"""
Zhou Lan,"""MediaTek"""
Marc Emmelmann,"""self"""
Jon Rosdahl,"""CSR Technologies Inc a Qualcomm Company"""
Adrian Stephens,"""Intel Corporation"""
Adrian Stephens,"""Intel Corporation"""
Adrian Stephens,"""Intel Corporation"""
Adrian Stephens,"""Intel Corporation"""
Jon Rosdahl,"""CSR Technologies Inc a Qualcomm Company"""
Knut Odman,"""Broadcom"""
Menzo Wentink,"""Qualcomm"""
Dorothy Stanley,"""HP-Aruba Networks"""
Hiroshi Mano,"""KDTI"""
Jonathan Segev,"""Intel Corporation"""
Jonathan Segev,"""Intel corporation"""
Tim Godfrey,"""EPRI"""
Rich Kennedy,"""Mediatek"""
Peter Ecclesine,"""Cisco Systems"""
Dorothy Stanley,"""HP-Aruba Networks"""
Dorothy Stanley,"""HP-Aruba Networks"""
Dorothy Stanley,"""HPE-Aruba"""
Jonathan Segev,"""Intel corporation"""
Hiroshi Mano,"""KDTI"""
Donald Eastlake,"""Huawei Technologies"""
Hiroshi Mano,"""KDTI"""
Menzo Wentink,"""Qualcomm"""
Joseph Levy,null
Andrew Myles,"""Cisco"""
Yongho Seok,"""NEWRACOM"""
Yong,"""Apple"""
Peter Ecclesine,"""Cisco Systems"""
Peter Ecclesine,"""Cisco Systems"""
Peter Ecclesine,"""Cisco Systems"""
Santosh Pandey,"""Cisco Systems"""
Tim Godfrey,"""EPRI"""
Max Riegel,"""Nokia Networks"""
Jonathan Segev,"""Intel"""
Edward Au,"""Huawei Technologies"""
Yongho Seok,"""NEWRACOM"""
Osama Aboul-Magd,"""Huawei Technologies"""
Dorothy Stanley,"""HP-Aruba Networks"""
Yongho Seok,"""NEWRACOM"""
Payam Torab,"""Broadcom"""
Marc Emmelmann,"""self"""
Jim Lansford,"""Qualcomm"""
Rolf de Vegt,"""Qualcomm"""
Jim Lansford,"""Qualcomm"""
Donald Eastlake,"""Huawei Technologies"""
Osama Aboul-Magd,"""Huawei Technologies"""
Michael Montemurro,"""BlackBerry"""
Simone Merlin,"""Qualcomm"""
Matthew Fischer,"""Broadcom"""
Jeorge Hurtarte,"""Teradyne"""
Rui Yang,"""InterDigital"""
Yongho Seok,"""NEWRACOM"""
Donald Eastlake,"""Huawei Technologies"""
Vinko Erceg,"""Broadcom"""
Stephen McCann,"""BlackBerry"""
Donald Eastlake,"""Huawei Technologies"""
Vinko Erceg,"""Broadcom"""
Adrian Stephens,"""Intel Corporation"""
Dorothy Stanley,"""HP-Aruba Networks"""
Stephen McCann,"""BlackBerry"""
Yongho Seok,"""NEWRACOM"""
Yongho Seok,"""NEWRACOM"""
Yunsong Yang,"""Huawei Technologies"""
Xiaoming Peng,"""I2R"""
Santosh Pandey,"""Cisco Systems"""
Jon Rosdahl,"""CSR Technologies Inc a Qualcomm Company"""
Rich Kennedy,"""Mediatek"""
Donald Eastlake,"""Huawei Technologies"""
Assaf Kasher,"""Intel"""
Alfred Asterjadhi,"""Qualcomm Inc."""
Mark Hamilton,"""Ruckus"""
Jouni Malinen,"""Qualcomm"""
Rich Kennedy,"""Mediatek"""
Xun Yang,"""Huawei Technologies"""
Minyoung Park,"""Intel Corp."""
Mark RISON,"""Samsung"""
Matthew Fischer,"""Broadcom"""
Eugene Baik,"""Qualcomm"""
Simone Merlin,"""Qualcomm"""
Reza Hedayat,"""Newracom"""
Woojin Ahn,"""Yonsei Univ."""
Assaf Kasher,"""Intel"""
Joseph Levy,null
George Calcev,"""Huawei"""
Marc Emmelmann,"""self"""
Donald Eastlake,"""Huawei Technologies"""
Norm Finn,"""Cisco), Mark Hamilton (Spectralink"""
Tim Godfrey,"""EPRI"""
Tim Godfrey,"""EPRI"""
Carlos Aldana,"""Qualcomm"""
Edward Au,"""Huawei Technologies"""
Yongho Seok,"""NEWRACOM"""
Ron Porat,"""Broadcom"""
Edward Au,"""Huawei Technologies"""
Jiamin Chen,"""Huawei/HiSilicon"""
Xiaoming Peng,"""I2R"""
Jiamin Chen,"""Huawei/HiSilicon"""
Kiseon Ryu,"""LG Electronics"""
Donald Eastlake,"""Huawei Technologies"""
Donald Eastlake,"""Huawei Technologies"""
Menzo Wentink,"""Qualcomm"""
Osama Aboul-Magd,"""Huawei Technologies"""
Peter Ecclesine,"""Cisco Systems"""
Xiaoming Peng,"""I2R"""
Xiaoming Peng,"""I2R"""
Mark Hamilton,"""Ruckus"""
Kaushik Josiam,"""Samsung"""
Dorothy Stanley,"""HP-Aruba Networks"""
Mark Hamilton,"""Ruckus"""
Bo Sun,"""ZTE Corp."""
Yakun Sun,"""Marvell"""
Suhwook Kim,"""LG Electronics"""
Rolf de Vegt,"""Qualcomm"""
Payam Torab,"""Broadcom"""
Michael Montemurro,"""BlackBerry"""
Rui Yang,"""InterDigital"""
Yunsong Yang,"""Huawei Technologies"""
Matthew Fischer,"""Broadcom"""
S.Abraham,"""Qualcomm"""
Yakun Sun,"""Marvell"""
Yongho Seok,"""NEWRACOM"""
Xiaoming Peng,"""I2R"""
Reza Hedayat,"""Newracom"""
Marc Emmelmann,"""self"""
Jing Ma,"""NICT"""
Stephen McCann,"""BlackBerry"""
Guido R. Hiertz,"""Ericsson"""
Alfred Asterjadhi,"""Qualcomm Inc."""
Alfred Asterjadhi,"""Qualcomm Inc."""
Menzo Wentink,"""Qualcomm"""
Assaf Kasher,"""Intel"""
Jonathan Segev,"""Intel"""
Bo Sun,"""ZTE Corp."""
Mark RISON,"""Samsung"""
Mark Hamilton,"""Ruckus"""
Adrian Stephens,"""Intel Corporation"""
Yakun Sun,"""Marvell"""
Xun Yang,"""Huawei Technologies"""
Geonjung Ko,"""WILUS"""
Ilenia Tinnirello,"""University of Palermo"""
Stephen McCann,"""BlackBerry"""
Reza Hedayat,"""Newracom"""
John Son,"""WILUS"""
Po-Kai Huang,"""Intel"""
Marc Emmelmann,"""self"""
Tomoko Adachi,"""Toshiba"""
Adrian Stephens,"""Intel Corporation"""
Xun Yang,"""Huawei Technologies"""
Hiroshi Mano,"""KDTI"""
Jouni Malinen,"""Qualcomm"""
Andrew Myles,"""Cisco"""
Eunsung Park,"""LG Electronics"""
Kome Oteri,"""InterDigital"""
Kome Oteri,"""InterDigital"""
Filip Mestanov,"""Ericsson"""
Marc Emmelmann,"""self"""
Jonathan Segev,"""Intel"""
Ganesh Venkatesan,"""Intel Corporation"""
Rich Kennedy,"""Mediatek"""
Yunsong Yang,"""Huawei"""
Guido R. Hiertz,"""Ericsson"""
Tim Godfrey,"""EPRI"""
Edward Au,"""Huawei Technologies"""
Eric Wong,"""Apple"""
Adrian Stephens,"""Intel Corporation"""
Artyom Lomayev,"""Intel"""
Adrian Stephens,"""Intel Corporation"""
Jae Seung Lee,"""ETRI"""
Carlos Aldana,"""Qualcomm"""
Ganesh Venkatesan,"""Intel Corporation"""
laurent cariou,"""Intel"""
laurent cariou,"""Intel"""
Yakun Sun,"""Marvell"""
Donald Eastlake,"""Huawei Technologies"""
Peter Ecclesine,"""Cisco Systems"""
Yujin Noh,"""Newracom"""
Yujin Noh,"""Newracom"""
Yujin Noh,"""Newracom"""
Donald Eastlake,"""Huawei Technologies"""
Donald Eastlake,"""Huawei Technologies"""
Mark Hamilton,"""Ruckus"""
Simone Merlin,"""Qualcomm"""
David Kloper,"""Cisco"""
Kome Oteri,"""InterDigital"""
Arnab Roy,"""InterDigital"""
Kome Oteri,"""InterDigital"""
Ian Sherlock,"""Texas Instruments"""
Dorothy Stanley,"""HP-Aruba Networks"""
Guido R. Hiertz,"""Ericsson"""
Eduard Garcia-Villegas,"""UPC"""
Matthew Fischer,"""Broadcom"""
Donald Eastlake,"""Huawei Technologies"""
Edward Au,"""Huawei Technologies"""
Dan Harkins,"""Aruba Networks"""
Sigurd Schelstraete,"""Quantenna"""
Alexander Maltsev,"""Intel"""
David Kloper,"""Cisco"""
Katsuo Yunoki,"""KDDI R&D Laboratories"""
Yongho Seok,"""NEWRACOM"""
Matthew Fischer,"""Broadcom"""
Kaushik Josiam,"""Samsung"""
Guido R. Hiertz,"""Ericsson"""
Kiseon Ryu,"""LG Electronics"""
Eric Wong,"""Apple"""
Po-Kai Huang,"""Intel"""
Donald Eastlake,"""Huawei Technologies"""
Yakun Sun,"""Marvell"""
Mark Hamilton,"""Ruckus"""
laurent cariou,"""Intel"""
Matthew Fischer,"""Broadcom"""
Matthew Fischer,"""Broadcom"""
Eduard Garcia-Villegas,"""UPC"""
Ganesh Venkatesan,"""Intel Corporation"""
Narendar Madhavan,"""Toshiba"""
Assaf Kasher,"""Intel"""
Chuck Lukaszewski,"""Aruba, a HP Enterprise Company"""
Payam Torab,"""Broadcom"""
Kaushik Josiam,"""Samsung"""
Mark Hamilton,"""Ruckus"""
Jon Rosdahl,"""CSR Technologies Inc a Qualcomm Company"""
Payam Torab,"""Broadcom"""
Mark Hamilton,"""Ruckus"""
Guido R. Hiertz,"""Ericsson"""
Jing Ma,"""NICT"""
Dorothy Stanley,"""HP-Aruba Networks"""
Kiseon Ryu,"""LG Electronics"""
Hongyuan Zhang,"""Marvell"""
Sungho Moon,"""Newracom"""
Yongho Seok,"""NEWRACOM"""
Lei Wang,"""Marvell"""
Guido R. Hiertz,"""Ericsson"""
Payam Torab,"""Broadcom"""
Kaushik Josiam,"""Samsung"""
Ron Porat,"""Broadcom"""
Kaushik Josiam,"""Samsung"""
Ron Porat,"""Broadcom"""
Sameer Vermani,"""Qualcomm"""
Haiming Wang,"""SEU"""
Shiwen HE,"""SEU"""
Haiming Wang,"""SEU"""
S.Abraham,"""Qualcomm"""
Brian Hart,"""Cisco Systems"""
Andrew Myles,"""Cisco"""
S.Abraham,"""Qualcomm"""
S.Abraham,"""Qualcomm"""
Yingpei Lin,"""Huawei"""
S.Abraham,"""Qualcomm"""
S.Abraham,"""Qualcomm"""
Michael Montemurro,"""BlackBerry"""
Reza Hedayat,"""Newracom"""
Jon Rosdahl,"""CSR Technologies Inc a Qualcomm Company"""
S.Abraham,"""Qualcomm"""
Andrew Myles,"""Cisco"""
Le Liu,"""Huawei"""
S.Abraham,"""Qualcomm"""
Assaf Kasher,"""Intel"""
Osama Aboul-Magd,"""Huawei Technologies"""
S.Abraham,"""Qualcomm"""
S.Abraham,"""Qualcomm"""
Haiming Wang,"""SEU"""
S.Abraham,"""Qualcomm"""
S.Abraham,"""Qualcomm"""
Friedbert Berens;FBConsulting Sarl,null
Edward Au,"""Huawei Technologies"""
Stephen McCann,"""BlackBerry"""
Peter Ecclesine,"""Cisco Systems"""
Xiaoming Peng,"""I2R"""
Payam Torab,"""Broadcom"""
Yunsong Yang,"""Huawei Technologies"""
George Calcev,"""Huawei"""
Huawei Technologies,null
Jiamin Chen,"""Huawei/HiSilicon"""
Jiamin Chen,"""Huawei/HiSilicon"""
Dejian Li,"""Huawei/HiSilicon"""
Dejian Li,"""Huawei/HiSilicon"""
Dejian Li,"""Huawei/HiSilicon"""
Donald Eastlake,"""Huawei Technologies"""
Marc Emmelmann,"""self"""
David Kloper,"""Cisco"""
Marc Emmelmann,"""self"""
Carlos Aldana,"""Qualcomm"""
Guido R. Hiertz,"""Ericsson"""
Ganesh Venkatesan,"""Intel Corporation"""
Joseph Levy,"""InterDigital"""
Mark Hamilton,"""Ruckus"""
Ganesh Venkatesan,"""Intel Corporation"""
Alfred Asterjadhi,"""Qualcomm Inc."""
Dorothy Stanley,"""HP-Aruba Networks"""
Vinko Erceg,"""Broadcom"""
Michael Montemurro,"""BlackBerry"""
Mark Hamilton,"""Ruckus"""
Marc Emmelmann,"""self"""
Dorothy Stanley,"""HP-Aruba Networks"""
Yunsong Yang,"""Huawei Technologies"""
Michael Fischer,"""Freescale Semiconductor"""
Adrian Stephens,"""Intel Corporation"""
Alfred Asterjadhi,"""Qualcomm Inc."""
Alfred Asterjadhi,"""Qualcomm Inc."""
Alfred Asterjadhi,"""Qualcomm Inc."""
Alfred Asterjadhi,"""Qualcomm Inc."""
Alfred Asterjadhi,"""Qualcomm Inc."""
Edward Au,"""Huawei Technologies"""
Rob Sun,"""Huawei"""
Michael Fischer,"""Freescale Semiconductor"""
Adrian Stephens,"""Intel Corporation"""
Le Liu,"""Huawei"""
Marc Emmelmann,"""self"""
Tim Godfrey,"""EPRI"""
Dorothy Stanley,"""HP-Aruba Networks"""
Adrian Stephens,"""Intel Corporation"""
Ganesh Venkatesan,"""Intel Corporation"""
Tomoko Adachi,"""Toshiba"""
